192.168.65.1 - - [29/Aug/2025:21:42:29 +0800] "GET /api/v1/docs/swagger-ui-bundle.js HTTP/1.1" 404 942 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36" rt=0.000
192.168.65.1 - - [29/Aug/2025:21:42:29 +0800] "GET /api/v1/docs/swagger-ui-standalone-preset.js HTTP/1.1" 404 942 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36" rt=0.000
192.168.65.1 - - [29/Aug/2025:21:42:29 +0800] "GET /api/v1/docs/swagger-ui-init.js HTTP/1.1" 404 942 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36" rt=0.000
192.168.65.1 - - [29/Aug/2025:21:42:33 +0800] "GET /api/v1/docs/swagger-ui.css HTTP/1.1" 404 942 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36" rt=0.000
192.168.65.1 - - [29/Aug/2025:21:42:33 +0800] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 403 548 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36" rt=0.000
192.168.65.1 - - [29/Aug/2025:21:44:15 +0800] "POST /api/v1/auth/logout HTTP/1.1" 401 190 "http://localhost/admin/profile" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36" rt=0.045
192.168.65.1 - - [29/Aug/2025:21:44:15 +0800] "GET /admin/login HTTP/1.1" 200 942 "http://localhost/admin/profile" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36" rt=0.000
192.168.65.1 - - [29/Aug/2025:21:44:16 +0800] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 403 548 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36" rt=0.000
192.168.65.1 - - [29/Aug/2025:21:44:16 +0800] "GET /api/v1/settings/site-config?_t=1756475056823 HTTP/1.1" 200 1108 "http://localhost/admin/login" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36" rt=0.029
192.168.65.1 - - [29/Aug/2025:21:44:24 +0800] "POST /api/v1/auth/login HTTP/1.1" 200 675 "http://localhost/admin/login" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36" rt=0.526
192.168.65.1 - - [29/Aug/2025:21:44:24 +0800] "GET /api/v1/schedules/calendar/86b134d4-829d-11f0-ab42-7a2e4a92be49/2025/8?_t=1756475064463 HTTP/1.1" 200 170 "http://localhost/admin/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36" rt=0.155
192.168.65.1 - - [29/Aug/2025:21:44:24 +0800] "GET /api/v1/page-views/popular/work?limit=10&_t=1756475064463 HTTP/1.1" 200 26 "http://localhost/admin/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36" rt=0.190
192.168.65.1 - - [29/Aug/2025:21:44:24 +0800] "GET /api/v1/dashboard/stats?_t=1756475064463 HTTP/1.1" 200 366 "http://localhost/admin/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36" rt=0.213
192.168.65.1 - - [29/Aug/2025:21:44:24 +0800] "GET /api/v1/page-views/trends/work?days=7&_t=1756475064463 HTTP/1.1" 200 107 "http://localhost/admin/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36" rt=0.218
192.168.65.1 - - [29/Aug/2025:21:44:24 +0800] "GET /api/v1/page-views/admin/stats?days=7&_t=1756475064463 HTTP/1.1" 200 235 "http://localhost/admin/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36" rt=0.226
192.168.65.1 - - [29/Aug/2025:21:44:30 +0800] "GET /api/v1/users/me?_t=1756475069963 HTTP/1.1" 200 677 "http://localhost/admin/profile" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36" rt=0.116
192.168.65.1 - - [29/Aug/2025:21:44:30 +0800] "GET /api/v1/profile/media-profiles/86b134d4-829d-11f0-ab42-7a2e4a92be49?_t=1756475070550 HTTP/1.1" 200 158 "http://localhost/admin/profile" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36" rt=0.006
192.168.65.1 - - [29/Aug/2025:21:44:46 +0800] "GET /api/auth/verify HTTP/1.1" 404 154 "http://localhost/admin/profile" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36" rt=0.004
192.168.65.1 - - [29/Aug/2025:21:44:46 +0800] "GET /api/auth/verify HTTP/1.1" 404 154 "http://localhost/admin/profile" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36" rt=0.003
192.168.65.1 - - [29/Aug/2025:21:44:47 +0800] "POST /api/v1/direct-upload/presigned-url HTTP/1.1" 200 883 "http://localhost/admin/profile" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36" rt=0.053
192.168.65.1 - - [29/Aug/2025:21:44:53 +0800] "GET /api/auth/verify HTTP/1.1" 404 154 "http://localhost/admin/profile" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36" rt=0.003
192.168.65.1 - - [29/Aug/2025:21:44:53 +0800] "POST /api/v1/direct-upload/presigned-url HTTP/1.1" 200 883 "http://localhost/admin/profile" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36" rt=0.017
192.168.65.1 - - [29/Aug/2025:21:45:00 +0800] "GET /api/auth/verify HTTP/1.1" 404 154 "http://localhost/admin/profile" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36" rt=0.004
192.168.65.1 - - [29/Aug/2025:21:45:00 +0800] "POST /api/v1/direct-upload/presigned-url HTTP/1.1" 200 883 "http://localhost/admin/profile" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36" rt=0.012
192.168.65.1 - - [29/Aug/2025:21:45:08 +0800] "GET /api/auth/verify HTTP/1.1" 404 154 "http://localhost/admin/profile" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36" rt=0.002
192.168.65.1 - - [29/Aug/2025:21:45:09 +0800] "POST /api/v1/direct-upload/presigned-url HTTP/1.1" 200 883 "http://localhost/admin/profile" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36" rt=0.019
192.168.65.1 - - [29/Aug/2025:21:45:18 +0800] "GET /api/auth/verify HTTP/1.1" 404 154 "http://localhost/admin/profile" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36" rt=0.003
192.168.65.1 - - [29/Aug/2025:21:45:18 +0800] "POST /api/v1/direct-upload/presigned-url HTTP/1.1" 200 883 "http://localhost/admin/profile" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36" rt=0.025
192.168.65.1 - - [29/Aug/2025:21:58:36 +0800] "GET /admin/profile HTTP/1.1" 200 942 "http://localhost/admin/profile" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36" rt=0.000
192.168.65.1 - - [29/Aug/2025:21:58:37 +0800] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 403 548 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36" rt=0.000
192.168.65.1 - - [29/Aug/2025:21:58:40 +0800] "GET /api/v1/docs/ HTTP/1.1" 304 0 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36" rt=0.154
192.168.65.1 - - [29/Aug/2025:21:58:40 +0800] "GET /api/v1/docs/swagger-ui.css HTTP/1.1" 404 942 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36" rt=0.000
192.168.65.1 - - [29/Aug/2025:21:58:40 +0800] "GET /api/v1/docs/swagger-ui-bundle.js HTTP/1.1" 404 942 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36" rt=0.000
192.168.65.1 - - [29/Aug/2025:21:58:40 +0800] "GET /api/v1/docs/swagger-ui-init.js HTTP/1.1" 404 942 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36" rt=0.000
192.168.65.1 - - [29/Aug/2025:21:58:40 +0800] "GET /api/v1/docs/swagger-ui-standalone-preset.js HTTP/1.1" 404 942 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36" rt=0.000
192.168.65.1 - - [29/Aug/2025:21:58:40 +0800] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 403 548 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36" rt=0.000
192.168.65.1 - - [29/Aug/2025:21:58:41 +0800] "GET /api/v1/settings/site-config?_t=1756475921202 HTTP/1.1" 200 1110 "http://localhost/admin/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36" rt=0.588
192.168.65.1 - - [29/Aug/2025:21:58:41 +0800] "GET /api/v1/schedules/calendar/86b134d4-829d-11f0-ab42-7a2e4a92be49/2025/8?_t=1756475921203 HTTP/1.1" 200 170 "http://localhost/admin/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36" rt=0.367
192.168.65.1 - - [29/Aug/2025:21:58:41 +0800] "GET /api/v1/page-views/popular/work?limit=10&_t=1756475921203 HTTP/1.1" 200 26 "http://localhost/admin/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36" rt=0.555
192.168.65.1 - - [29/Aug/2025:21:58:41 +0800] "GET /api/v1/dashboard/stats?_t=1756475921203 HTTP/1.1" 200 366 "http://localhost/admin/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36" rt=0.769
